sintoma,texto,deficiencia de nutrientes,disponible en ingredientes,source
debilidad general,ultimamente me falta fuerza para las tareas diarias y me pasa a menudo,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,estos dias me falta fuerza para las tareas diarias y me pasa a menudo,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,de un tiempo a esta parte me falta fuerza para las tareas diarias,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,tengo agotamiento sin razon clara,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",original
debilidad general,por las mananas tengo agotamiento sin razon clara y no se por que,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,desde hace semanas tengo agotamiento sin razon clara y me preocupa,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,por las mananas tengo agotamiento sin razon clara y cada vez mas frecuente,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,me canso subiendo un par de pisos,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",original
debilidad general,de un tiempo a esta parte me canso subiendo un par de pisos,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,estos dias me canso subiendo un par de pisos y me preocupa,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,de un tiempo a esta parte me canso subiendo un par de pisos y no se por que,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,todo me cuesta mas de lo normal,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",original
debilidad general,por las mananas todo me cuesta mas de lo normal y no se por que,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,desde hace semanas todo me cuesta mas de lo normal y me preocupa,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
debilidad general,de un tiempo a esta parte todo me cuesta mas de lo normal,proteina; hierro; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, leche, yogur, queso, champinones",parafraseado
deficit de vitamina d sospecha,paso poco tiempo al sol y tengo debilidad,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",original
deficit de vitamina d sospecha,de un tiempo a esta parte paso poco tiempo al sol y tengo debilidad,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,desde hace semanas paso poco tiempo al sol y tengo debilidad,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,de un tiempo a esta parte paso poco tiempo al sol y tengo debilidad y va a peor,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,casi no me da el sol y me duelen los musculos,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",original
deficit de vitamina d sospecha,por las mananas casi no me da el sol y me duelen los musculos,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,por las mananas casi no me da el sol y me duelen los musculos y me pasa a menudo,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,ultimamente casi no me da el sol y me duelen los musculos,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,me siento rigido y con dolor oseo,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",original
deficit de vitamina d sospecha,de un tiempo a esta parte me percibo rigido y con dolor oseo y cada vez mas frecuente,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,desde hace semanas me noto rigido y con dolor oseo y me preocupa,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,estos dias me percibo rigido y con dolor oseo y me pasa a menudo,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,tengo poca exposicion solar y cansancio,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",original
deficit de vitamina d sospecha,estos dias tengo poca exposicion solar y cansancio y me preocupa,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,tengo poca exposicion solar y cansancio y va a peor,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,estos dias tengo poca exposicion solar y cansancio,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,me noto flojo y sin animo en invierno,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",original
deficit de vitamina d sospecha,desde hace semanas me noto flojo y sin animo en invierno,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,me noto flojo y sin animo en invierno y me preocupa,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
deficit de vitamina d sospecha,ultimamente me noto flojo y sin animo en invierno,vitamina d,"salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, huevos, champinones",parafraseado
retencion de liquidos leve,se me hinchan un poco los tobillos al final del dia,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",original
retencion de liquidos leve,por las mananas se me hinchan un poco los tobillos al final del dia,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,se me hinchan un poco los tobillos al final del dia y cada vez mas frecuente,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,estos dias se me hinchan un poco los tobillos al final del dia,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,me siento hinchado pero solo de forma leve,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",original
retencion de liquidos leve,me percibo hinchado pero solo de forma leve y va a peor,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,estoy hinchado pero solo de forma leve y me pasa a menudo,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,estoy hinchado pero solo de forma leve y va a peor,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,me aprietan los anillos por retencion leve,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",original
retencion de liquidos leve,me aprietan los anillos por retencion leve y va a peor,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,estos dias me aprietan los anillos por retencion leve y me preocupa,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,me aprietan los anillos por retencion leve y me pasa a menudo,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,noto hinchazon en piernas tras estar de pie,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",original
retencion de liquidos leve,desde hace semanas noto hinchazon en piernas tras estar de pie,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,noto hinchazon en piernas tras estar de pie y me preocupa,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,ultimamente noto hinchazon en piernas tras estar de pie,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,retengo liquidos ligeramente en los pies,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",original
retencion de liquidos leve,retengo liquidos ligeramente en los pies y va a peor,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,ultimamente retengo liquidos ligeramente en los pies y me pasa a menudo,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
retencion de liquidos leve,estos dias retengo liquidos ligeramente en los pies y no se por que,potasio,"platano, patata, tomate, aguacate, calabacines, pepino, champinones, brocoli, coliflor, yogur, leche, salmon, merluza, lubina",parafraseado
malestar digestivo frecuente,tengo indigestiones con frecuencia,zinc; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",original
malestar digestivo frecuente,estos dias tengo indigestiones con frecuencia y va a peor,zinc; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
malestar digestivo frecuente,por las mananas tengo indigestiones con frecuencia,zinc; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
malestar digestivo frecuente,estos dias tengo indigestiones con frecuencia,zinc; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
malestar digestivo frecuente,siento el estomago revuelto a menudo,zinc; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",original
malestar digestivo frecuente,siento el estomago revuelto a menudo y no se por que,zinc; vitamina b12,"carne vacuno, carne cerdo, carne pollo, carne pavo, salchichas, salmon, merluza, lubina, gambas/langostinos, mix de marisco/molusco, leche, yogur, queso, huevos",parafraseado
